"","Forma_i_poziom","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"4444","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Jêzyk obcy 1","Æwiczenia: 30","2","Zaliczenie","1","C"
"4445","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Jêzyk angielski","Æwiczenia: 30","2","Zaliczenie","3","C"
"4446","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Jêzyk francuski","Æwiczenia: 30","2","Zaliczenie","3","C"
"4447","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Jêzyk hiszpañski","Æwiczenia: 30","2","Zaliczenie","3","C"
"4448","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Jêzyk niemiecki","Æwiczenia: 30","2","Zaliczenie","3","C"
"4449","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Jêzyk rosyjski","Æwiczenia: 30","2","Zaliczenie","3","C"
"4450","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Jêzyk obcy 2","Æwiczenia: 30","2","Zaliczenie","1","C"
"4451","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Jêzyk angielski","Æwiczenia: 30","2","Zaliczenie","3","C"
"4452","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Jêzyk francuski","Æwiczenia: 30","2","Zaliczenie","3","C"
"4453","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Jêzyk hiszpañski","Æwiczenia: 30","2","Zaliczenie","3","C"
"4454","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Jêzyk niemiecki","Æwiczenia: 30","2","Zaliczenie","3","C"
"4455","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Jêzyk rosyjski","Æwiczenia: 30","2","Zaliczenie","3","C"
"4456","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Makroekonomia","Wyk³ad: 15
                                                                                Æwiczenia: 15","3","Egzamin","1","A"
"4457","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Podstawy rachunkowoœci","Wyk³ad: 30
                                                                                Æwiczenia: 15","5","Egzamin","1","B"
"4458","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Seminarium dyplomowe","Æwiczenia: 15","1","Zaliczenie","1","C"
"4459","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Suma","225","21","","",""
"4460","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Suma (Wyk³ad)","75","","","",""
"4461","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Suma (Æwiczenia)","150","","","",""
"4462","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Specjalnoœæ: Kszta³towanie jakoœci produktów przemys³owych",NA,NA,NA,NA,NA
"4463","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"4464","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Degradacja i recykling materia³ów","Wyk³ad: 30","5","Egzamin","1","C"
"4465","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Nieniszcz¹ce metody badañ produktów nie¿ywnoœciowych","Wyk³ad: 30","2","Zaliczenie","1","C"
"4466","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Wyk³ad specjalnoœciowy","Wyk³ad: 30","2","Zaliczenie","0","C"
"4467","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Bezpieczeñstwo produktów przemys³owych","Wyk³ad: 30","2","Zaliczenie","0","C"
"4468","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Maszyny do produkcji i przetwórstwa materia³ów opakowaniowych i opakowañ","Wyk³ad: 30","2","Zaliczenie","0","C"
"4469","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Mikrobiologiczna destrukcja materia³ów","Wyk³ad: 30","2","Zaliczenie","0","C"
"4470","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Œrodowiskowa ocena i projektowanie wyrobów","Wyk³ad: 30","2","Zaliczenie","0","C"
"4471","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Techniki druku","Wyk³ad: 30","2","Zaliczenie","0","C"
"4472","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Techniki pakowania","Wyk³ad: 30","2","Zaliczenie","0","C"
"4473","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Suma","90","9","","",""
"4474","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Suma (Kierunek
        + Specjalnoœæ)","315","30","","",""
"4475","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Suma (Wyk³ad)","90","","","",""
"4476","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Specjalnoœæ: Kszta³towanie jakoœci produktów spo¿ywczych",NA,NA,NA,NA,NA
"4477","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"4478","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Bezpieczeñstwo ¿ywnoœci i konsumenta","Wyk³ad: 30","5","Egzamin","1","C"
"4479","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Metody utrwalania ¿ywnoœci","Wyk³ad: 30","2","Zaliczenie","1","C"
"4480","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Wyk³ad specjalnoœciowy","Wyk³ad: 30","2","Zaliczenie","0","C"
"4481","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Innowacje w produkcji mleczarskiej","Wyk³ad: 15","1","Zaliczenie","0","C"
"4482","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Jakoœæ us³ug gastronomicznych","Wyk³ad: 15","1","Zaliczenie","0","C"
"4483","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Kierunki rozwojowe w przemyœle spo¿ywczym","Wyk³ad: 30","2","Zaliczenie","0","C"
"4484","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Kuchnie œwiata, ¿ywnoœæ etniczna i orientalna","Wyk³ad: 15","1","Zaliczenie","0","C"
"4485","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Mikrobiologiczne bezpieczeñstwo ¿ywnoœci","Wyk³ad: 30","2","Zaliczenie","0","C"
"4486","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Opakowania produktów spo¿ywczych utrwalanych metodami fizycznymi","Wyk³ad: 15","1","Zaliczenie","0","C"
"4487","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Popularne diety w œwietle zasad racjonalnego ¿ywienia","Wyk³ad: 15","1","Zaliczenie","0","C"
"4488","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Surowce ¿ywnoœciowe","Wyk³ad: 30","2","Zaliczenie","0","C"
"4489","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Zalecenia ¿ywieniowe w profilaktyce zdrowotnej","Wyk³ad: 30","2","Zaliczenie","0","C"
"4490","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Suma","90","9","","",""
"4491","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Suma (Kierunek
        + Specjalnoœæ)","315","30","","",""
"4492","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Suma (Wyk³ad)","90","","","",""
"4493","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Specjalnoœæ: Mened¿er produktu",NA,NA,NA,NA,NA
"4494","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"4495","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Wyk³ad specjalnoœciowy","Wyk³ad: 30","2","Zaliczenie","0","C"
"4496","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Marketing produktów high-tech","Wyk³ad: 30","2","Zaliczenie","0","C"
"4497","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Marketing us³ug","Wyk³ad: 30","2","Zaliczenie","0","C"
"4498","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Public relations","Wyk³ad: 30","2","Zaliczenie","0","C"
"4499","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Œwiadomoœæ kosumencka w zakresie bezpieczeñstwa ¿ywnoœci","Wyk³ad: 30","2","Zaliczenie","0","C"
"4500","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Zarz¹dzanie przedsiêbiorstwem","Wyk³ad: 30","2","Zaliczenie","0","C"
"4501","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Zachowania uczestników rynku","Wyk³ad: 30
                                                                                Æwiczenia: 15","4","Egzamin","1","C"
"4502","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Zarz¹dzanie strategiczne","Wyk³ad: 30
                                                                                Æwiczenia: 15","3","Zaliczenie","1","C"
"4503","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Suma","120","9","","",""
"4504","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Suma (Kierunek
        + Specjalnoœæ)","345","30","","",""
"4505","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Suma (Wyk³ad)","90","","","",""
"4506","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Suma (Æwiczenia)","30","","","",""
"4507","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Specjalnoœæ: Zarz¹dzanie jakoœci¹, œrodowiskiem i bezpieczeñstwem",NA,NA,NA,NA,NA
"4508","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"4509","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Certyfikacja, normalizacja oraz ocena zgodnoœci w dzia³alnoœci gospodarczej","Wyk³ad: 15
                                                                                Æwiczenia: 30","4","Egzamin","1","C"
"4510","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Metody i techniki zarz¹dzania jakoœci¹","Wyk³ad: 15
                                                                                Æwiczenia: 30","3","Zaliczenie","1","C"
"4511","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Wyk³ad specjalnoœciowy","Wyk³ad: 30","2","Zaliczenie","0","C"
"4512","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Audyt zintegrowanego systemu zarz¹dzania","Wyk³ad: 30","2","Zaliczenie","0","C"
"4513","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Integracja systemów zarz¹dzania","Wyk³ad: 30","2","Zaliczenie","0","C"
"4514","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Narzêdzia zarz¹dzania œrodowiskowego","Wyk³ad: 30","2","Zaliczenie","0","C"
"4515","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Systemowe zarz¹dzanie bezpieczeñstwem informacji","Wyk³ad: 30","2","Zaliczenie","0","C"
"4516","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Systemy zarz¹dzania jakoœci¹ w przemyœle motoryzacyjnym","Wyk³ad: 30","2","Zaliczenie","0","C"
"4517","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Wspomaganie informatyczne w systemowym zarz¹dzaniu jakoœci¹","Wyk³ad: 30","2","Zaliczenie","0","C"
"4518","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Zarz¹dzanie procesowe w œwietle norm ISO serii 9000","Wyk³ad: 30","2","Zaliczenie","0","C"
"4519","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Zarz¹dzanie projektem - wdra¿anie, utrzymanie i rozwój systemu zarz¹dzania jakoœci¹","Wyk³ad: 30","2","Zaliczenie","0","C"
"4520","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Suma","120","9","","",""
"4521","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Suma (Kierunek
        + Specjalnoœæ)","345","30","","",""
"4522","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Suma (Wyk³ad)","60","","","",""
"4523","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Suma (Æwiczenia)","60","","","",""
"4524","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"4525","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Ekologia wyrobów","Wyk³ad: 15
                                                                                Æwiczenia: 30","4","Zaliczenie","1","B"
"4526","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Finanse przedsiêbiorstw","Wyk³ad: 30
                                                                                Æwiczenia: 15","5","Egzamin","1","B"
"4527","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Grafika in¿ynierska","Æwiczenia: 15","2","Zaliczenie","1","B"
"4528","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Opakowalnictwo i przechowalnictwo","Wyk³ad: 30
                                                                                Æwiczenia: 30","6","Egzamin","1","B"
"4529","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Przedmiot techniczny do wyboru","Wyk³ad: 30","2","Zaliczenie","0","B"
"4530","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Innowacje opakowaniowe","Wyk³ad: 30","2","Zaliczenie","0","B"
"4531","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Maszynoznawstwo","Wyk³ad: 30","2","Zaliczenie","0","B"
"4532","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Ochrona zasobów wodnych","Wyk³ad: 30","2","Zaliczenie","0","B"
"4533","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Podstawy nanotechnologii","Wyk³ad: 30","2","Zaliczenie","0","B"
"4534","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Technologie odnawialnych Ÿróde³ energii","Wyk³ad: 30","2","Zaliczenie","0","B"
"4535","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Tradycyjne i nowoczesne technologie w produkcji napojów alkoholowych","Wyk³ad: 30","2","Zaliczenie","0","B"
"4536","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Wybrane problemy biotechnologii","Wyk³ad: 30","2","Zaliczenie","0","B"
"4537","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Wybrane zagadnienia techniki wspó³czesnej","Wyk³ad: 30","2","Zaliczenie","0","B"
"4538","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Seminarium dyplomowe","Æwiczenia: 15","1","Zaliczenie","1","C"
"4539","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Wyk³ad do wyboru w jêzyku obcym","Wyk³ad: 30","2","Zaliczenie","0","D(B)"
"4540","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Correspondance commercial en français I","Wyk³ad: 30","2","Zaliczenie","0","D(B)"
"4541","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Cultural differences in business organizations","Wyk³ad: 30","2","Zaliczenie","0","D(B)"
"4542","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Environmental management systems","Wyk³ad: 30","2","Zaliczenie","0","D(B)"
"4543","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Korespondencja handlowa w biznesie miêdzynarodowym I - wyk³ad w jêzyku rosyjskim","Wyk³ad: 30","2","Zaliczenie","0","D(B)"
"4544","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Organizational behaviour","Wyk³ad: 30","2","Zaliczenie","0","D(B)"
"4545","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Process management","Wyk³ad: 30","2","Zaliczenie","0","D(B)"
"4546","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Team working improvement and quality management methods","Wyk³ad: 30","2","Zaliczenie","0","D(B)"
"4547","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Unternehmensbesteuerung","Wyk³ad: 30","2","Zaliczenie","0","D(B)"
"4548","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Suma","240","22","","",""
"4549","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Suma (Wyk³ad)","135","","","",""
"4550","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Suma (Æwiczenia)","105","","","",""
"4551","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Specjalnoœæ: Kszta³towanie jakoœci produktów przemys³owych",NA,NA,NA,NA,NA
"4552","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"4553","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Kszta³towanie jakoœci wyrobów przemys³owych","Wyk³ad: 30
                                                                                Æwiczenia: 60","6","Egzamin","1","C"
"4554","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Wyk³ad specjalnoœciowy","Wyk³ad: 30","2","Zaliczenie","0","C"
"4555","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Bezpieczeñstwo produktów przemys³owych","Wyk³ad: 30","2","Zaliczenie","0","C"
"4556","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Maszyny do produkcji i przetwórstwa materia³ów opakowaniowych i opakowañ","Wyk³ad: 30","2","Zaliczenie","0","C"
"4557","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Mikrobiologiczna destrukcja materia³ów","Wyk³ad: 30","2","Zaliczenie","0","C"
"4558","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Œrodowiskowa ocena i projektowanie wyrobów","Wyk³ad: 30","2","Zaliczenie","0","C"
"4559","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Techniki druku","Wyk³ad: 30","2","Zaliczenie","0","C"
"4560","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Techniki pakowania","Wyk³ad: 30","2","Zaliczenie","0","C"
"4561","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Suma","120","8","","",""
"4562","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Suma (Kierunek
        + Specjalnoœæ)","360","30","","",""
"4563","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Suma (Wyk³ad)","60","","","",""
"4564","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Suma (Æwiczenia)","60","","","",""
"4565","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Specjalnoœæ: Kszta³towanie jakoœci produktów spo¿ywczych",NA,NA,NA,NA,NA
"4566","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"4567","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Kszta³towanie jakoœci ¿ywnoœci","Wyk³ad: 30
                                                                                Æwiczenia: 60","4","Egzamin","1","C"
