"","Forma_i_poziom","Zajêcia","Forma zajêæ / liczba godzin","Forma zaliczenia","Punkty ECTS","...5","X1","X2","X3","X4","X5"
"2275","Chemia (stacjonarne II stopnia)","Do wyboru jedna pracownia badawcza","Do wyboru jedna pracownia badawcza","Do wyboru jedna pracownia badawcza","Do wyboru jedna pracownia badawcza","Do wyboru jedna pracownia badawcza",NA,NA,NA,NA,NA
"2276","Chemia (stacjonarne II stopnia)","Pracownia badawcza - laboratorium dydaktyczne chemii nieorganicznej","Laboratorium:
                    30","Zaliczenie z ocen¹","2","F",NA,NA,NA,NA,NA
"2277","Chemia (stacjonarne II stopnia)","Pracownia badawcza - laboratorium dydaktyczne chemii organicznej i bioorganicznej","Laboratorium:
                    30","Zaliczenie z ocen¹","2","F",NA,NA,NA,NA,NA
"2278","Chemia (stacjonarne II stopnia)","Pracownia badawcza - laboratorium dydaktyczne chemii ogólnej i analitycznej","Laboratorium:
                    30","Zaliczenie z ocen¹","2","F",NA,NA,NA,NA,NA
"2279","Chemia (stacjonarne II stopnia)","Pracownia badawcza - laboratorium dydaktyczne chemii fizycznej i teoretycznej","Laboratorium:
                    30","Zaliczenie z ocen¹","2","F",NA,NA,NA,NA,NA
"2280","Chemia (stacjonarne II stopnia)","Pracownia badawcza - laboratorium dydaktyczne technologii chemicznej i badania materia³ów","Laboratorium:
                    30","Zaliczenie z ocen¹","2","F",NA,NA,NA,NA,NA
"2281","Chemia (stacjonarne II stopnia)","Pracownia magisterska","Laboratorium:
                    150","Zaliczenie z ocen¹","18","G",NA,NA,NA,NA,NA
"2282","Chemia (stacjonarne II stopnia)","Zgodnie z wyborem z semestru 3.","Zgodnie z wyborem z semestru 3.","Zgodnie z wyborem z semestru 3.","Zgodnie z wyborem z semestru 3.","Zgodnie z wyborem z semestru 3.",NA,NA,NA,NA,NA
"2283","Chemia (stacjonarne II stopnia)","Pracownia magisterska - laboratorium dydaktyczne chemii nieorganicznej","Laboratorium:
                    150","Zaliczenie z ocen¹","18","F",NA,NA,NA,NA,NA
"2284","Chemia (stacjonarne II stopnia)","Pracownia magisterska - laboratorium dydaktyczne chemii organicznej i bioorganicznej","Laboratorium:
                    150","Zaliczenie z ocen¹","18","F",NA,NA,NA,NA,NA
"2285","Chemia (stacjonarne II stopnia)","Pracownia magisterska - laboratorium dydaktyczne chemii ogólnej i analitycznej","Laboratorium:
                    150","Zaliczenie z ocen¹","18","F",NA,NA,NA,NA,NA
"2286","Chemia (stacjonarne II stopnia)","Pracownia magisterska - laboratorium dydaktyczne chemii fizycznej i teoretycznej","Laboratorium:
                    150","Zaliczenie z ocen¹","18","F",NA,NA,NA,NA,NA
"2287","Chemia (stacjonarne II stopnia)","Pracownia magisterska - laboratorium dydaktyczne technologii chemicznej i badania materia³ów","Laboratorium:
                    150","Zaliczenie z ocen¹","18","F",NA,NA,NA,NA,NA
"2288","Chemia (stacjonarne II stopnia)","Seminarium magisterskie","Seminarium:
                    30","Zaliczenie z ocen¹","5","G",NA,NA,NA,NA,NA
"2289","Chemia (stacjonarne II stopnia)","Zgodnie z wyborem z semestru 3.","Zgodnie z wyborem z semestru 3.","Zgodnie z wyborem z semestru 3.","Zgodnie z wyborem z semestru 3.","Zgodnie z wyborem z semestru 3.",NA,NA,NA,NA,NA
"2290","Chemia (stacjonarne II stopnia)","Seminarium magisterskie - laboratorium dydaktyczne chemii nieorganicznej","Seminarium:
                    30","Zaliczenie z ocen¹","5","F",NA,NA,NA,NA,NA
"2291","Chemia (stacjonarne II stopnia)","Seminarium magisterskie - laboratorium dydaktyczne chemii organicznej i bioorganicznej","Seminarium:
                    30","Zaliczenie z ocen¹","5","F",NA,NA,NA,NA,NA
"2292","Chemia (stacjonarne II stopnia)","Seminarium magisterskie - laboratorium dydaktyczne chemii ogólnej i analitycznej","Seminarium:
                    30","Zaliczenie z ocen¹","5","F",NA,NA,NA,NA,NA
"2293","Chemia (stacjonarne II stopnia)","Seminarium magisterskie - laboratorium dydaktyczne chemii fizycznej i teoretycznej","Seminarium:
                    30","Zaliczenie z ocen¹","5","F",NA,NA,NA,NA,NA
"2294","Chemia (stacjonarne II stopnia)","Seminarium magisterskie - laboratoium dydaktyczne technologii chemicznej i badania materia³ów","Seminarium:
                    30","Zaliczenie z ocen¹","5","F",NA,NA,NA,NA,NA
"2295","Chemia (stacjonarne II stopnia)","Suma","210","","25","",NA,NA,NA,NA,NA
"2296","Chemia (stacjonarne II stopnia)","CHEMIA BIOLOGICZNA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2297","Chemia (stacjonarne II stopnia)","Zajêcia","Forma zajêæ / liczba godzin","Forma zaliczenia","Punkty ECTS","",NA,NA,NA,NA,NA
"2298","Chemia (stacjonarne II stopnia)","Pracownia badawcza","Laboratorium:
                    30","Zaliczenie z ocen¹","2","G",NA,NA,NA,NA,NA
"2299","Chemia (stacjonarne II stopnia)","Pracownia badawcza - laboratorium dydaktyczne chemii nieorganicznej","Laboratorium:
                    30","Zaliczenie z ocen¹","2","F",NA,NA,NA,NA,NA
"2300","Chemia (stacjonarne II stopnia)","Pracownia badawcza - laboratorium dydaktyczne chemii organicznej i bioorganicznej","Laboratorium:
                    30","Zaliczenie z ocen¹","2","F",NA,NA,NA,NA,NA
"2301","Chemia (stacjonarne II stopnia)","Pracownia badawcza - laboratorium dydaktyczne chemii ogólnej i analitycznej","Laboratorium:
                    30","Zaliczenie z ocen¹","2","F",NA,NA,NA,NA,NA
"2302","Chemia (stacjonarne II stopnia)","Pracownia badawcza - laboratorium dydaktyczne chemii fizycznej i teoretycznej","Laboratorium:
                    30","Zaliczenie z ocen¹","2","F",NA,NA,NA,NA,NA
"2303","Chemia (stacjonarne II stopnia)","Pracownia badawcza - laboratorium dydaktyczne technologii chemicznej i badania materia³ów","Laboratorium:
                    30","Zaliczenie z ocen¹","2","F",NA,NA,NA,NA,NA
"2304","Chemia (stacjonarne II stopnia)","Pracownia magisterska","Laboratorium:
                    150","Zaliczenie z ocen¹","18","G",NA,NA,NA,NA,NA
"2305","Chemia (stacjonarne II stopnia)","Zgodnie z wyborem z semestru 3.","Zgodnie z wyborem z semestru 3.","Zgodnie z wyborem z semestru 3.","Zgodnie z wyborem z semestru 3.","Zgodnie z wyborem z semestru 3.",NA,NA,NA,NA,NA
"2306","Chemia (stacjonarne II stopnia)","Pracownia magisterska - laboratorium dydaktyczne chemii nieorganicznej","Laboratorium:
                    150","Zaliczenie z ocen¹","18","F",NA,NA,NA,NA,NA
"2307","Chemia (stacjonarne II stopnia)","Pracownia magisterska - laboratorium dydaktyczne chemii organicznej i bioorganicznej","Laboratorium:
                    150","Zaliczenie z ocen¹","18","F",NA,NA,NA,NA,NA
"2308","Chemia (stacjonarne II stopnia)","Pracownia magisterska - laboratorium dydaktyczne chemii ogólnej i analitycznej","Laboratorium:
                    150","Zaliczenie z ocen¹","18","F",NA,NA,NA,NA,NA
"2309","Chemia (stacjonarne II stopnia)","Pracownia magisterska - laboratorium dydaktyczne chemii fizycznej i teoretycznej","Laboratorium:
                    150","Zaliczenie z ocen¹","18","F",NA,NA,NA,NA,NA
"2310","Chemia (stacjonarne II stopnia)","Pracownia magisterska - laboratorium dydaktyczne technologii chemicznej i badania materia³ów","Laboratorium:
                    150","Zaliczenie z ocen¹","18","F",NA,NA,NA,NA,NA
"2311","Chemia (stacjonarne II stopnia)","Seminarium magisterskie","Seminarium:
                    30","Zaliczenie z ocen¹","5","G",NA,NA,NA,NA,NA
"2312","Chemia (stacjonarne II stopnia)","Zgodnie z wyborem z semestru 3.","Zgodnie z wyborem z semestru 3.","Zgodnie z wyborem z semestru 3.","Zgodnie z wyborem z semestru 3.","Zgodnie z wyborem z semestru 3.",NA,NA,NA,NA,NA
"2313","Chemia (stacjonarne II stopnia)","Seminarium magisterskie - laboratorium dydaktyczne chemii nieorganicznej","Seminarium:
                    30","Zaliczenie z ocen¹","5","F",NA,NA,NA,NA,NA
"2314","Chemia (stacjonarne II stopnia)","Seminarium magisterskie - laboratorium dydaktyczne chemii organicznej i bioorganicznej","Seminarium:
                    30","Zaliczenie z ocen¹","5","F",NA,NA,NA,NA,NA
"2315","Chemia (stacjonarne II stopnia)","Seminarium magisterskie - laboratorium dydaktyczne chemii ogólnej i analitycznej","Seminarium:
                    30","Zaliczenie z ocen¹","5","F",NA,NA,NA,NA,NA
"2316","Chemia (stacjonarne II stopnia)","Seminarium magisterskie - laboratorium dydaktyczne chemii fizycznej i teoretycznej","Seminarium:
                    30","Zaliczenie z ocen¹","5","F",NA,NA,NA,NA,NA
"2317","Chemia (stacjonarne II stopnia)","Seminarium magisterskie - laboratorium dydaktyczne technologii chemicznej i badania materia³ów","Seminarium:
                    30","Zaliczenie z ocen¹","5","F",NA,NA,NA,NA,NA
"2318","Chemia (stacjonarne II stopnia)","Suma","210","","25","",NA,NA,NA,NA,NA
"2319","Chemia (stacjonarne II stopnia)","CHEMIA KOSMETYCZNA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2320","Chemia (stacjonarne II stopnia)","Zajêcia","Forma zajêæ / liczba godzin","Forma zaliczenia","Punkty ECTS","",NA,NA,NA,NA,NA
"2321","Chemia (stacjonarne II stopnia)","Pracownia badawcza","Laboratorium:
                    30","Zaliczenie z ocen¹","2","G",NA,NA,NA,NA,NA
"2322","Chemia (stacjonarne II stopnia)","Do wyboru jedna pracownia badawcza","Do wyboru jedna pracownia badawcza","Do wyboru jedna pracownia badawcza","Do wyboru jedna pracownia badawcza","Do wyboru jedna pracownia badawcza",NA,NA,NA,NA,NA
"2323","Chemia (stacjonarne II stopnia)","Pracownia badawcza - laboratorium dydaktyczne chemii nieorganicznej","Laboratorium:
                    30","Zaliczenie z ocen¹","2","F",NA,NA,NA,NA,NA
"2324","Chemia (stacjonarne II stopnia)","Pracownia badawcza - laboratorium dydaktyczne chemii organicznej i bioorganicznej","Laboratorium:
                    30","Zaliczenie z ocen¹","2","F",NA,NA,NA,NA,NA
"2325","Chemia (stacjonarne II stopnia)","Pracownia badawcza - laboratorium dydaktyczne chemii ogólnej i analitycznej","Laboratorium:
                    30","Zaliczenie z ocen¹","2","F",NA,NA,NA,NA,NA
"2326","Chemia (stacjonarne II stopnia)","Pracownia badawcza - laboratorium dydaktyczne chemii fizycznej i teoretycznej","Laboratorium:
                    30","Zaliczenie z ocen¹","2","F",NA,NA,NA,NA,NA
"2327","Chemia (stacjonarne II stopnia)","Pracownia badawcza - laboratorium dydaktyczne technologii chemicznej i badania materia³ów","Laboratorium:
                    30","Zaliczenie z ocen¹","2","F",NA,NA,NA,NA,NA
"2328","Chemia (stacjonarne II stopnia)","Pracownia magisterska","Laboratorium:
                    150","Zaliczenie z ocen¹","18","G",NA,NA,NA,NA,NA
"2329","Chemia (stacjonarne II stopnia)","Zgodnie z wyborem z semestru 3.","Zgodnie z wyborem z semestru 3.","Zgodnie z wyborem z semestru 3.","Zgodnie z wyborem z semestru 3.","Zgodnie z wyborem z semestru 3.",NA,NA,NA,NA,NA
"2330","Chemia (stacjonarne II stopnia)","Pracownia magisterska - laboratorium dydaktyczne chemii nieorganicznej","Laboratorium:
                    150","Zaliczenie z ocen¹","18","F",NA,NA,NA,NA,NA
"2331","Chemia (stacjonarne II stopnia)","Pracownia magisterska - laboratorium dydaktyczne chemii organicznej i bioorganicznej","Laboratorium:
                    150","Zaliczenie z ocen¹","18","F",NA,NA,NA,NA,NA
"2332","Chemia (stacjonarne II stopnia)","Pracownia magisterska - laboratorium dydaktyczne chemii ogólnej i analitycznej","Laboratorium:
                    150","Zaliczenie z ocen¹","18","F",NA,NA,NA,NA,NA
"2333","Chemia (stacjonarne II stopnia)","Pracownia magisterska - laboratorium dydaktyczne chemii fizycznej i teoretycznej","Laboratorium:
                    150","Zaliczenie z ocen¹","18","F",NA,NA,NA,NA,NA
"2334","Chemia (stacjonarne II stopnia)","Pracownia magisterska - laboratorium dydaktyczne technologii chemicznej i badania materia³ów","Laboratorium:
                    150","Zaliczenie z ocen¹","18","F",NA,NA,NA,NA,NA
"2335","Chemia (stacjonarne II stopnia)","Seminarium magisterskie","Seminarium:
                    30","Zaliczenie z ocen¹","5","G",NA,NA,NA,NA,NA
"2336","Chemia (stacjonarne II stopnia)","Zgodnie z wyborem z semestru 3.","Zgodnie z wyborem z semestru 3.","Zgodnie z wyborem z semestru 3.","Zgodnie z wyborem z semestru 3.","Zgodnie z wyborem z semestru 3.",NA,NA,NA,NA,NA
"2337","Chemia (stacjonarne II stopnia)","Seminarium magisterskie - laboratorium dydaktyczne chemii nieorganicznej","Seminarium:
                    30","Zaliczenie z ocen¹","5","F",NA,NA,NA,NA,NA
"2338","Chemia (stacjonarne II stopnia)","Seminarium magisterskie - laboratorium dydaktyczne chemii organicznej i bioorganicznej","Seminarium:
                    30","Zaliczenie z ocen¹","5","F",NA,NA,NA,NA,NA
"2339","Chemia (stacjonarne II stopnia)","Seminarium magisterskie - laboratorium dydaktyczne chemii ogólnej i analitycznej","Seminarium:
                    30","Zaliczenie z ocen¹","5","F",NA,NA,NA,NA,NA
"2340","Chemia (stacjonarne II stopnia)","Seminarium magisterskie - laboratorium dydaktyczne chemii fizycznej i teoretycznej","Seminarium:
                    30","Zaliczenie z ocen¹","5","F",NA,NA,NA,NA,NA
"2341","Chemia (stacjonarne II stopnia)","Seminarium magisterskie - laboratorium dydaktyczne technologii chemicznej i badania materia³ów","Seminarium:
                    30","Zaliczenie z ocen¹","5","F",NA,NA,NA,NA,NA
"2342","Chemia (stacjonarne II stopnia)","Wyk³ad monograficzny do wyboru","Wyk³ad:
                    15","Zaliczenie z ocen¹","2","G",NA,NA,NA,NA,NA
"2343","Chemia (stacjonarne II stopnia)","Wyk³ad monograficzny do wyboru","Wyk³ad:
                    15","Zaliczenie z ocen¹","2","F",NA,NA,NA,NA,NA
"2344","Chemia (stacjonarne II stopnia)","Suma","225","","27","",NA,NA,NA,NA,NA
"2345","Chemia (stacjonarne II stopnia)","CHEMIA OGÓLNA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2346","Chemia (stacjonarne II stopnia)","Zajêcia","Forma zajêæ / liczba godzin","Forma zaliczenia","Punkty ECTS","",NA,NA,NA,NA,NA
"2347","Chemia (stacjonarne II stopnia)","Pracownia badawcza","Laboratorium:
                    30","Zaliczenie z ocen¹","2","G",NA,NA,NA,NA,NA
"2348","Chemia (stacjonarne II stopnia)","Do wyboru jedna pracownia badawcza","Do wyboru jedna pracownia badawcza","Do wyboru jedna pracownia badawcza","Do wyboru jedna pracownia badawcza","Do wyboru jedna pracownia badawcza",NA,NA,NA,NA,NA
"2349","Chemia (stacjonarne II stopnia)","Pracownia badawcza - laboratorium dydaktyczne chemii nieorganicznej","Laboratorium:
                    30","Zaliczenie z ocen¹","2","F",NA,NA,NA,NA,NA
"2350","Chemia (stacjonarne II stopnia)","Pracownia badawcza - laboratorium dydaktyczne chemii organicznej i bioorganicznej","Laboratorium:
                    30","Zaliczenie z ocen¹","2","F",NA,NA,NA,NA,NA
"2351","Chemia (stacjonarne II stopnia)","Pracownia badawcza - laboratorium dydaktyczne chemii ogólnej i analitycznej","Laboratorium:
                    30","Zaliczenie z ocen¹","2","F",NA,NA,NA,NA,NA
"2352","Chemia (stacjonarne II stopnia)","Pracownia badawcza - laboratorium dydaktyczne chemii fizycznej i teoretycznej","Laboratorium:
                    30","Zaliczenie z ocen¹","2","F",NA,NA,NA,NA,NA
"2353","Chemia (stacjonarne II stopnia)","Pracownia badawcza - laboratorium dydaktyczne technologii chemicznej i badania materia³ów","Laboratorium:
                    30","Zaliczenie z ocen¹","2","F",NA,NA,NA,NA,NA
"2354","Chemia (stacjonarne II stopnia)","Pracownia magisterska","Laboratorium:
                    150","Zaliczenie z ocen¹","18","G",NA,NA,NA,NA,NA
"2355","Chemia (stacjonarne II stopnia)","Zgodnie z wyborem z semestru 3.","Zgodnie z wyborem z semestru 3.","Zgodnie z wyborem z semestru 3.","Zgodnie z wyborem z semestru 3.","Zgodnie z wyborem z semestru 3.",NA,NA,NA,NA,NA
"2356","Chemia (stacjonarne II stopnia)","Pracownia magisterska - laboratorium dydaktyczne chemii nieorganicznej","Laboratorium:
                    150","Zaliczenie z ocen¹","18","F",NA,NA,NA,NA,NA
"2357","Chemia (stacjonarne II stopnia)","Pracownia magisterska - laboratorium dydaktyczne chemii organicznej i bioorganicznej","Laboratorium:
                    150","Zaliczenie z ocen¹","18","F",NA,NA,NA,NA,NA
"2358","Chemia (stacjonarne II stopnia)","Pracownia magisterska - laboratorium dydaktyczne chemii ogólnej i analitycznej","Laboratorium:
                    150","Zaliczenie z ocen¹","18","F",NA,NA,NA,NA,NA
"2359","Chemia (stacjonarne II stopnia)","Pracownia magisterska - laboratorium dydaktyczne chemii fizycznej i teoretycznej","Laboratorium:
                    150","Zaliczenie z ocen¹","18","F",NA,NA,NA,NA,NA
"2360","Chemia (stacjonarne II stopnia)","Pracownia magisterska - laboratorium dydaktyczne technologii chemicznej i badania materia³ów","Laboratorium:
                    150","Zaliczenie z ocen¹","18","F",NA,NA,NA,NA,NA
"2361","Chemia (stacjonarne II stopnia)","Seminarium magisterskie","Seminarium:
                    30","Zaliczenie z ocen¹","5","G",NA,NA,NA,NA,NA
"2362","Chemia (stacjonarne II stopnia)","Zgodnie z wyborem z semestru 3.","Zgodnie z wyborem z semestru 3.","Zgodnie z wyborem z semestru 3.","Zgodnie z wyborem z semestru 3.","Zgodnie z wyborem z semestru 3.",NA,NA,NA,NA,NA
"2363","Chemia (stacjonarne II stopnia)","Seminarium magisterskie - laboratorium dydaktyczne chemii nieorganicznej","Seminarium:
                    30","Zaliczenie z ocen¹","5","F",NA,NA,NA,NA,NA
"2364","Chemia (stacjonarne II stopnia)","Seminarium magisterskie - laboratorium dydaktyczne chemii organicznej i bioorganicznej","Seminarium:
                    30","Zaliczenie z ocen¹","5","F",NA,NA,NA,NA,NA
"2365","Chemia (stacjonarne II stopnia)","Seminarium magisterskie - laboratorium dydaktyczne chemii ogólnej i analitycznej","Seminarium:
                    30","Zaliczenie z ocen¹","5","F",NA,NA,NA,NA,NA
